Id,Id2,Geography,total,white,black,asian,hispanic,other
310M200US41140,41140,"St. Joseph, MO-KS Metro Area",127637,110565,6076,931,5896,4169
310M200US41180,41180,"St. Louis, MO-IL Metro Area",2797737,2087321,510265,61573,76532,62046
310M200US41420,41420,"Salem, OR Metro Area",396912,276873,3319,7448,89840,19432
310M200US41500,41500,"Salinas, CA Metro Area",424927,135763,10907,25653,239901,12703
310M200US41540,41540,"Salisbury, MD-DE Metro Area",381868,273642,67520,5921,25930,8855
310M200US41620,41620,"Salt Lake City, UT Metro Area",1123643,829174,16611,37680,192830,47348
310M200US41660,41660,"San Angelo, TX Metro Area",115142,65229,4533,1340,42248,1792
310M200US41700,41700,"San Antonio-New Braunfels, TX Metro Area",2239222,793403,137401,47580,1217352,43486
310M200US41740,41740,"San Diego-Carlsbad, CA Metro Area",3183143,1510851,150600,351811,1039752,130129
310M200US41860,41860,"San Francisco-Oakland-Hayward, CA Metro Area",4466251,1856640,343589,1061454,974932,229636
310M200US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1898457,648471,45393,607282,525203,72108
310M200US42020,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",274184,192262,5372,9902,58889,7759
310M200US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",267203,156915,2269,11036,87406,9577
310M200US42140,42140,"Santa Fe, NM Metro Area",146361,63500,944,1536,74650,5731
310M200US42200,42200,"Santa Maria-Santa Barbara, CA Metro Area",431555,201923,6934,20899,188743,13056
310M200US42220,42220,"Santa Rosa, CA Metro Area",491790,320735,6594,19295,125674,19492
310M200US42340,42340,"Savannah, GA Metro Area",361161,204908,120841,8067,19569,7776
310M200US42540,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",562644,493833,15982,7439,38126,7264
310M200US42660,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3557037,2376093,192007,420953,331821,236163
310M200US42680,42680,"Sebastian-Vero Beach, FL Metro Area",140918,108116,12345,1641,16338,2478
310M200US42700,42700,"Sebring, FL Metro Area",98261,68388,9013,1380,17678,1802
310M200US43100,43100,"Sheboygan, WI Metro Area",115168,99461,1643,5530,6612,1922
310M200US43300,43300,"Sherman-Denison, TX Metro Area",121975,94674,7000,1179,14560,4562
310M200US43340,43340,"Shreveport-Bossier City, LA Metro Area",445305,244808,171222,4939,15743,8593
310M200US43420,43420,"Sierra Vista-Douglas, AZ Metro Area",130807,74920,4850,2237,43777,5023
310M200US43580,43580,"Sioux City, IA-NE-SD Metro Area",168824,131801,3804,3477,24470,5272
310M200US43620,43620,"Sioux Falls, SD Metro Area",238294,208676,7814,3737,8993,9074
310M200US43780,43780,"South Bend-Mishawaka, IN-MI Metro Area",318917,244972,36562,5586,22289,9508
310M200US43900,43900,"Spartanburg, SC Metro Area",317057,219127,67489,6289,17981,6171
310M200US44060,44060,"Spokane-Spokane Valley, WA Metro Area",533456,460362,8925,11187,25136,27846
310M200US44100,44100,"Springfield, IL Metro Area",211466,174527,24691,3338,4148,4762
310M200US44140,44140,"Springfield, MA Metro Area",626775,444965,40269,17763,111220,12558
310M200US44180,44180,"Springfield, MO Metro Area",444728,404321,9691,5115,12766,12835
310M200US44220,44220,"Springfield, OH Metro Area",137303,116592,11642,998,4019,4052
310M200US44300,44300,"State College, PA Metro Area",156240,136021,5028,8466,4150,2575
310M200US44420,44420,"Staunton-Waynesboro, VA Metro Area",119016,104217,8113,838,3663,2185
310M200US44700,44700,"Stockton-Lodi, CA Metro Area",701050,244319,47251,100212,278523,30745
310M200US44940,44940,"Sumter, SC Metro Area",107782,50350,49903,1339,3814,2376
310M200US45060,45060,"Syracuse, NY Metro Area",662236,550095,52080,17460,24405,18196
310M200US45220,45220,"Tallahassee, FL Metro Area",373097,211477,121512,9076,23180,7852
310M200US45300,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2851235,1884215,324225,86415,485845,70535
310M200US45460,45460,"Terre Haute, IN Metro Area",172240,154456,8192,2133,3478,3981
310M200US45500,45500,"Texarkana, TX-AR Metro Area",149457,101015,35682,889,8063,3808
310M200US45540,45540,"The Villages, FL Metro Area",103708,86867,8827,778,6025,1211
310M200US45780,45780,"Toledo, OH Metro Area",608847,460920,84508,9330,37911,16178
310M200US45820,45820,"Topeka, KS Metro Area",234195,185281,13777,2096,21701,11340
310M200US45940,45940,"Trenton, NJ Metro Area",369526,195590,72365,35364,58733,7474
310M200US46060,46060,"Tucson, AZ Metro Area",993144,537726,32167,25474,351329,46448
310M200US46140,46140,"Tulsa, OK Metro Area",954055,640342,75960,17872,83593,136288
310M200US46220,46220,"Tuscaloosa, AL Metro Area",233692,144046,77519,2834,6637,2656
310M200US46340,46340,"Tyler, TX Metro Area",214735,131865,38078,2861,38701,3230
310M200US46520,46520,"Urban Honolulu, HI Metro Area",975690,189172,22506,412188,86894,264930
310M200US46540,46540,"Utica-Rome, NY Metro Area",298273,257229,13670,8166,12870,6338
310M200US46660,46660,"Valdosta, GA Metro Area",142655,80810,48345,1898,8378,3224
310M200US46700,46700,"Vallejo-Fairfield, CA Metro Area",421624,169041,57919,61667,104865,28132
310M200US47020,47020,"Victoria, TX Metro Area",96312,46107,5486,1078,42282,1359
310M200US47220,47220,"Vineland-Bridgeton, NJ Metro Area",157429,77180,29839,1981,44369,4060
310M200US47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1697898,962613,513462,61297,99368,61158
310M200US47300,47300,"Visalia-Porterville, CA Metro Area",451108,141322,5997,14268,279022,10499
310M200US47380,47380,"Waco, TX Metro Area",257241,148438,38557,3355,62361,4530
310M200US47460,47460,"Walla Walla, WA Metro Area",63507,47067,919,965,12484,2072
310M200US47580,47580,"Warner Robins, GA Metro Area",184652,105595,58597,4045,11746,4669
310M200US47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5863608,2801158,1461437,553833,847994,199186
310M200US47940,47940,"Waterloo-Cedar Falls, IA Metro Area",168831,145525,12312,2376,5645,2973
310M200US48060,48060,"Watertown-Fort Drum, NY Metro Area",118885,99243,5825,1681,7809,4327
310M200US48140,48140,"Wausau, WI Metro Area",134886,121014,890,7172,3259,2551
310M200US48260,48260,"Weirton-Steubenville, WV-OH Metro Area",122666,113858,4897,434,1353,2124
310M200US48300,48300,"Wenatchee, WA Metro Area",112847,77288,354,931,31348,2926
310M200US48540,48540,"Wheeling, WV-OH Metro Area",146465,137570,4652,813,1257,2173
310M200US48620,48620,"Wichita, KS Metro Area",636095,467407,47154,21458,75894,24182
310M200US48660,48660,"Wichita Falls, TX Metro Area",151202,106569,13537,2795,24311,3990
310M200US48700,48700,"Williamsport, PA Metro Area",116676,106510,5384,684,1897,2201
310M200US48900,48900,"Wilmington, NC Metro Area",263804,201017,39364,3108,14597,5718
310M200US49020,49020,"Winchester, VA-WV Metro Area",131082,109996,6742,1810,10204,2330
310M200US49180,49180,"Winston-Salem, NC Metro Area",648045,452392,113073,9661,62407,10512
310M200US49340,49340,"Worcester, MA-CT Metro Area",924722,742335,34743,36005,92558,19081
310M200US49420,49420,"Yakima, WA Metro Area",246402,113854,1597,2276,114531,14144
310M200US49620,49620,"York-Hanover, PA Metro Area",438052,374100,21913,5951,26767,9321
310M200US49660,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",559144,469131,58997,3732,16357,10927
310M200US49700,49700,"Yuba City, CA Metro Area",168126,88477,4005,18957,47112,9575
310M200US49740,49740,"Yuma, AZ Metro Area",201453,68571,3601,2322,122270,4689
